date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:06	13432/13432	---M--	200	added ('OK')	font/woff	date:Wed,%2025%20Dec%202024%2008:55:26%20GMT	https://dcheck.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff?v=3.19.8	D:/clone-web/copy-app/dcheck.vn/wp-content/themes/flatsome/assets/css/icons/fl-iconsabf8.woff	(from https://dcheck.vn/)
15:45:06	39084/39084	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2025%20Dec%202024%2008:55:26%20GMT	https://dcheck.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons.svg?v=3.19.8	D:/clone-web/copy-app/dcheck.vn/wp-content/themes/flatsome/assets/css/icons/fl-iconsabf8.svg	(from https://dcheck.vn/)
15:45:06	295/295	---M-Z	200	added ('OK')	text/css	date:Tue,%2024%20Dec%202024%2019:36:04%20GMT	https://dcheck.vn/wp-content/themes/dahahi/style.css?ver=3.0	D:/clone-web/copy-app/dcheck.vn/wp-content/themes/dahahi/style6aec.css	(from https://dcheck.vn/)
15:45:06	27930/27930	---M-Z	200	added ('OK')	text/css	date:Thu,%2016%20Jan%202025%2010:35:18%20GMT	https://dcheck.vn/wp-content/themes/dahahi/style-custom.css?ver=67ab0e0e63bc1	D:/clone-web/copy-app/dcheck.vn/wp-content/themes/dahahi/style-custom8b13.css	(from https://dcheck.vn/)
15:45:07	7904/7904	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2030%20Dec%202024%2022:16:24%20GMT	https://dcheck.vn/wp-content/plugins/foxtool/link/smooth-scroll.min.js?ver=1	D:/clone-web/copy-app/dcheck.vn/wp-content/plugins/foxtool/link/smooth-scroll.min68b3.js	(from https://dcheck.vn/)
15:45:07	87553/87553	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2017:14:23%20GMT	https://dcheck.vn/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/clone-web/copy-app/dcheck.vn/wp-includes/js/jquery/jquery.minf43b.js	(from https://dcheck.vn/)
15:45:07	13577/13577	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://dcheck.vn/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/clone-web/copy-app/dcheck.vn/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://dcheck.vn/)
15:45:07	1303/1303	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2030%20Dec%202024%2022:16:24%20GMT	https://dcheck.vn/wp-content/plugins/foxtool/link/index.js?ver=2.5.0	D:/clone-web/copy-app/dcheck.vn/wp-content/plugins/foxtool/link/index0875.js	(from https://dcheck.vn/)
15:45:08	72655/72655	---MCZ	200	added ('OK')	application/json	date:Tue,%2011%20Feb%202025%2008:45:08%20GMT	https://dcheck.vn/wp-json/wp/v2/pages/18	D:/clone-web/copy-app/dcheck.vn/wp-json/wp/v2/pages/18.json	(from https://dcheck.vn/)
15:45:08	275669/275669	---MCZ	200	added ('OK')	application/json	date:Tue,%2011%20Feb%202025%2008:45:08%20GMT	https://dcheck.vn/wp-json/	D:/clone-web/copy-app/dcheck.vn/wp-json/index.html	(from https://dcheck.vn/)
15:45:08	1242/1242	---M--	403	error ('Forbidden')	text/html	date:Tue,%2011%20Feb%202025%2008:45:08%20GMT	https://dcheck.vn/xmlrpc.php?rsd	D:/clone-web/copy-app/dcheck.vn/xmlrpc.160db0.delayed	(from https://dcheck.vn/)
15:45:08	2179/2179	---M-Z	200	added ('OK')	application/json	date:Tue,%2011%20Feb%202025%2008:45:08%20GMT	https://dcheck.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdcheck.vn%2F	D:/clone-web/copy-app/dcheck.vn/wp-json/oembed/1.0/embed8846.json	(from https://dcheck.vn/)
15:45:08	2356/2356	---M-Z	200	added ('OK')	text/xml	date:Tue,%2011%20Feb%202025%2008:45:08%20GMT	https://dcheck.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdcheck.vn%2F&format=xml	D:/clone-web/copy-app/dcheck.vn/wp-json/oembed/1.0/embed2e78	(from https://dcheck.vn/)
15:45:09	59305/59305	---M-Z	200	added ('OK')	text/css	etag:%22613fa20b-3171%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css	D:/clone-web/copy-app/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css	(from https://dcheck.vn/)
15:45:09	668/668	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Jan%202025%2020:34:28%20GMT	https://dcheck.vn/wp-content/uploads/2024/12/cropped-Du-an-moi-32x32.webp	D:/clone-web/copy-app/dcheck.vn/wp-content/uploads/2024/12/cropped-Du-an-moi-32x32.webp	(from https://dcheck.vn/)
15:45:09	4732/4732	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Jan%202025%2020:34:26%20GMT	https://dcheck.vn/wp-content/uploads/2024/12/cropped-Du-an-moi-192x192.webp	D:/clone-web/copy-app/dcheck.vn/wp-content/uploads/2024/12/cropped-Du-an-moi-192x192.webp	(from https://dcheck.vn/)
15:45:09	4474/4474	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Jan%202025%2020:34:28%20GMT	https://dcheck.vn/wp-content/uploads/2024/12/cropped-Du-an-moi-180x180.webp	D:/clone-web/copy-app/dcheck.vn/wp-content/uploads/2024/12/cropped-Du-an-moi-180x180.webp	(from https://dcheck.vn/)
15:45:10	50463/50463	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Feb%202025%2008:45:10%20GMT	https://dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa2JL7SUc.woff2	D:/clone-web/copy-app/dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa2JL7SUc.woff2	(from https://dcheck.vn/)
15:45:10	50460/50460	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Feb%202025%2008:45:10%20GMT	https://dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa0ZL7SUc.woff2	D:/clone-web/copy-app/dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa0ZL7SUc.woff2	(from https://dcheck.vn/)
15:45:10	50463/50463	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Feb%202025%2008:45:10%20GMT	https://dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa2ZL7SUc.woff2	D:/clone-web/copy-app/dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa2ZL7SUc.woff2	(from https://dcheck.vn/)
15:45:10	50463/50463	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Feb%202025%2008:45:10%20GMT	https://dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1pL7SUc.woff2	D:/clone-web/copy-app/dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1pL7SUc.woff2	(from https://dcheck.vn/)
15:45:11	50462/50462	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Feb%202025%2008:45:11%20GMT	https://dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa2pL7SUc.woff2	D:/clone-web/copy-app/dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa2pL7SUc.woff2	(from https://dcheck.vn/)
15:45:11	50465/50465	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Feb%202025%2008:45:11%20GMT	https://dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa25L7SUc.woff2	D:/clone-web/copy-app/dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa25L7SUc.woff2	(from https://dcheck.vn/)
15:45:11	50464/50464	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Feb%202025%2008:45:11%20GMT	https://dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2	D:/clone-web/copy-app/dcheck.vn/home/keymmedia-dahahi/htdocs/dahahi.keymmedia.vn/wp-content/fonts/inter/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2	(from https://dcheck.vn/)
